Age,Income,LoanAmount,CreditScore,Married,Education,Gender,Approved
39,352745,79042138,849,No,Non-Graduate,Male,1
34,356473,79050107,671,Yes,Graduate,Female,1
41,294335,79074596,817,Yes,Graduate,Male,1
23,384765,79091915,781,No,Graduate,Female,1
22,310655,79114028,432,No,Non-Graduate,Female,1
46,219271,79118152,428,Yes,Graduate,Female,0
28,351665,79127906,542,Yes,Non-Graduate,Male,1
46,344058,79133995,643,Yes,Graduate,Male,1
40,345812,79159420,316,No,Graduate,Male,1
42,197170,79162010,714,Yes,Non-Graduate,Male,1
37,284546,79224100,844,No,Non-Graduate,Male,1
42,105501,79243130,634,No,Non-Graduate,Female,0
34,389119,79250879,317,Yes,Non-Graduate,Female,1
24,111549,79279717,494,Yes,Graduate,Male,0
42,367236,79289069,596,No,Non-Graduate,Male,1
39,392689,79291054,434,Yes,Graduate,Male,1
45,83888,79293560,475,No,Non-Graduate,Female,1
59,142026,79314234,628,Yes,Non-Graduate,Male,0
50,105435,79328571,777,Yes,Non-Graduate,Female,1
64,288449,79331956,706,Yes,Non-Graduate,Female,1
51,124292,79371017,768,No,Graduate,Female,1
46,206098,79425670,580,Yes,Graduate,Male,1
43,145604,79428542,364,Yes,Graduate,Female,0
56,105166,79436740,488,Yes,Non-Graduate,Female,0
43,214840,79467242,363,No,Non-Graduate,Male,1
41,93568,79485640,846,No,Non-Graduate,Male,1
35,342926,79521647,721,Yes,Graduate,Male,1
26,29637,79536723,357,No,Graduate,Female,0
57,225704,79551542,749,No,Non-Graduate,Male,1
61,395595,79568789,323,No,Graduate,Male,1
36,114826,79570661,364,Yes,Graduate,Male,0
32,44502,79572444,567,Yes,Graduate,Male,0
34,328950,79600022,345,No,Non-Graduate,Male,1
53,319644,79615436,549,Yes,Non-Graduate,Female,1
46,123119,79624567,428,No,Graduate,Female,0
23,70711,79666546,432,Yes,Graduate,Female,0
63,198735,79675445,436,Yes,Graduate,Male,0
63,365992,79690765,703,No,Non-Graduate,Female,1
28,109846,79712323,664,Yes,Non-Graduate,Male,0
63,261040,79716492,720,No,Graduate,Female,1
49,389484,79722722,527,Yes,Non-Graduate,Male,1
49,45761,79730141,824,No,Graduate,Male,0
62,345438,79757692,770,Yes,Non-Graduate,Female,1
30,317103,79770611,592,No,Non-Graduate,Male,0
54,189439,79783767,543,No,Non-Graduate,Female,1
50,47464,79794284,561,No,Non-Graduate,Female,0
26,359298,79804192,456,No,Non-Graduate,Female,1
25,124824,79808785,698,Yes,Graduate,Female,0
47,274265,79813665,593,No,Non-Graduate,Male,1
55,371770,79831627,819,No,Graduate,Male,1
21,358592,79892788,652,Yes,Non-Graduate,Male,1
55,74195,79894369,337,No,Non-Graduate,Female,0
23,284395,80013243,518,Yes,Non-Graduate,Male,1
49,216497,80037516,835,Yes,Graduate,Male,1
48,389256,80038015,707,Yes,Non-Graduate,Male,1
24,373388,80062553,337,No,Non-Graduate,Male,1
43,23681,80096494,452,No,Non-Graduate,Female,0
49,118408,80105338,828,No,Non-Graduate,Male,1
56,29615,80148656,446,No,Non-Graduate,Male,0
58,78047,80236716,370,No,Non-Graduate,Male,0
42,55825,80246059,570,Yes,Non-Graduate,Female,0
47,92684,80248088,471,Yes,Non-Graduate,Male,0
61,160399,80257719,718,No,Non-Graduate,Female,1
27,166104,80272729,592,No,Non-Graduate,Female,1
56,351763,80289861,760,No,Graduate,Male,1
38,136582,80313337,631,No,Graduate,Female,1
42,70390,80329043,756,No,Graduate,Female,0
43,324958,80337555,528,No,Graduate,Male,1
54,82699,80361550,624,No,Graduate,Male,0
31,87853,80385205,608,No,Graduate,Female,1
53,77221,80402507,569,No,Non-Graduate,Male,0
62,184404,80408219,332,No,Non-Graduate,Female,0
54,164615,80416830,525,No,Graduate,Male,0
22,305052,80441636,548,No,Non-Graduate,Male,1
31,51498,80450385,600,Yes,Non-Graduate,Male,0
41,55010,80465483,435,Yes,Non-Graduate,Female,0
23,374521,80520179,359,Yes,Non-Graduate,Male,1
49,221798,80523261,366,Yes,Non-Graduate,Male,1
54,166836,80534324,766,No,Non-Graduate,Male,1
26,212718,80551004,458,Yes,Graduate,Male,1
51,281176,80558410,520,Yes,Non-Graduate,Female,1
32,82712,80582446,309,Yes,Non-Graduate,Female,0
37,320314,80609885,550,No,Non-Graduate,Female,1
30,23052,80629142,359,No,Graduate,Male,0
22,34429,80636275,613,No,Non-Graduate,Female,0
48,371529,80644498,625,No,Non-Graduate,Female,1
54,269301,80675059,842,No,Graduate,Male,1
37,359851,80694567,442,No,Non-Graduate,Female,1
61,356497,80774298,481,Yes,Non-Graduate,Male,1
39,226608,80789375,820,Yes,Non-Graduate,Male,1
45,110410,80791077,425,No,Graduate,Female,0
52,195207,80817790,775,No,Graduate,Female,1
26,135584,80827623,497,Yes,Graduate,Female,0
50,394804,80866713,535,No,Non-Graduate,Male,1
64,273078,80891129,616,No,Graduate,Male,1
53,191103,80898054,403,No,Graduate,Male,0
24,170823,80903412,704,No,Non-Graduate,Male,0
56,197216,80939221,370,No,Graduate,Female,1
54,128541,80963409,838,Yes,Non-Graduate,Female,1
63,25574,80983428,442,No,Graduate,Female,0
50,82901,81009757,843,No,Non-Graduate,Male,1
29,295381,81041263,468,No,Non-Graduate,Female,1
57,193805,81047136,784,No,Non-Graduate,Male,1
47,43290,81050740,459,No,Graduate,Female,0
50,251452,81098504,817,No,Non-Graduate,Female,1
59,92361,81102741,592,Yes,Non-Graduate,Male,0
28,369337,81139921,345,No,Non-Graduate,Female,1
48,44363,81158858,826,No,Non-Graduate,Male,0
57,387619,81256272,839,No,Non-Graduate,Male,1
25,116907,81285932,471,No,Non-Graduate,Female,0
30,335617,81291792,767,Yes,Non-Graduate,Male,1
23,301209,81292965,494,No,Graduate,Female,1
54,378009,81303570,719,Yes,Non-Graduate,Female,1
43,158261,81332370,450,Yes,Graduate,Female,1
42,361524,81345369,845,No,Graduate,Male,1
30,105468,81354037,576,Yes,Graduate,Female,1
49,46382,81354162,514,No,Graduate,Male,0
43,202225,81379152,411,Yes,Graduate,Male,0
22,257474,81480680,354,No,Non-Graduate,Female,1
29,362022,81496985,643,Yes,Graduate,Male,1
26,166245,81519173,473,Yes,Graduate,Male,0
40,85756,81529304,507,No,Graduate,Male,0
56,279990,81560724,520,Yes,Graduate,Male,1
36,310218,81677272,777,Yes,Non-Graduate,Male,1
25,211444,81687981,826,No,Graduate,Male,1
40,25368,81703630,730,Yes,Non-Graduate,Female,0
55,80654,81727933,694,Yes,Non-Graduate,Male,1
42,348634,81800847,797,Yes,Graduate,Female,1
49,316303,81815906,559,No,Graduate,Female,1
51,391909,81828290,588,Yes,Non-Graduate,Male,1
24,282607,81838695,455,Yes,Graduate,Female,1
61,273564,81848894,614,No,Graduate,Male,1
31,183384,81918711,684,No,Graduate,Male,1
22,257989,81927187,300,Yes,Non-Graduate,Female,1
46,44648,81931883,461,No,Non-Graduate,Male,0
23,283217,81973626,671,No,Graduate,Male,1
55,373463,82006820,848,Yes,Non-Graduate,Male,1
21,317345,82036554,487,Yes,Graduate,Female,1
58,253979,82041883,382,No,Graduate,Male,1
61,338821,82060896,689,No,Non-Graduate,Male,1
34,193686,82071787,532,Yes,Graduate,Female,1
33,359330,82075311,820,Yes,Graduate,Male,1
52,323630,82078862,490,Yes,Non-Graduate,Male,1
36,23320,82078955,568,No,Graduate,Female,0
38,295345,82097892,543,Yes,Non-Graduate,Male,1
45,107508,82104786,558,No,Non-Graduate,Male,0
53,285025,82128710,803,No,Graduate,Male,1
37,176323,82158149,437,No,Non-Graduate,Male,0
53,23543,82169657,567,No,Graduate,Female,0
64,132138,82226490,615,Yes,Graduate,Female,1
44,376742,82264360,775,No,Non-Graduate,Female,1
44,137341,82277694,745,No,Non-Graduate,Female,0
23,399056,82305285,504,No,Non-Graduate,Male,1
32,51422,82314617,426,No,Non-Graduate,Male,0
31,324606,82335136,426,Yes,Graduate,Female,1
24,384655,82343970,388,Yes,Non-Graduate,Female,1
39,340847,82357016,694,No,Graduate,Female,1
24,335143,82497320,646,Yes,Non-Graduate,Female,1
34,70519,82553136,335,No,Graduate,Female,0
32,249167,82563680,736,No,Non-Graduate,Male,1
33,39622,82588213,664,No,Graduate,Male,0
43,139682,82639831,471,No,Graduate,Female,0
50,83190,82683678,757,Yes,Non-Graduate,Male,0
63,374903,82690516,738,No,Non-Graduate,Male,1
62,60863,82720179,812,Yes,Graduate,Male,1
59,188913,82723087,839,No,Graduate,Male,1
21,65712,82733310,327,No,Graduate,Female,0
46,212070,82753092,320,Yes,Non-Graduate,Male,1
32,395194,82775846,600,Yes,Graduate,Male,1
26,308102,82811710,475,No,Graduate,Male,1
60,283456,82814048,538,No,Non-Graduate,Female,1
27,277481,82817322,395,Yes,Non-Graduate,Female,1
64,58346,82827140,481,No,Graduate,Female,0
35,63539,82839729,401,No,Graduate,Male,0
31,60870,82852295,518,No,Graduate,Male,0
32,298235,82862072,420,No,Graduate,Male,1
57,155370,82915626,810,No,Non-Graduate,Female,0
28,211303,82928140,320,Yes,Non-Graduate,Female,1
63,152283,82960293,746,No,Graduate,Male,1
46,259654,82965872,656,Yes,Graduate,Male,1
41,266991,83006468,342,Yes,Graduate,Female,1
44,369132,83054102,664,Yes,Graduate,Female,1
21,256042,83056078,438,No,Graduate,Female,1
27,47302,83062276,501,No,Graduate,Female,0
46,363150,83079588,307,No,Graduate,Female,1
48,107794,83084391,719,No,Non-Graduate,Female,0
51,232490,83104091,427,No,Non-Graduate,Female,1
39,363686,83104792,486,Yes,Non-Graduate,Female,1
40,365665,83116517,348,Yes,Non-Graduate,Female,1
64,382579,83118210,796,No,Non-Graduate,Female,1
52,375859,83136698,540,Yes,Non-Graduate,Male,1
39,208297,83142323,787,Yes,Non-Graduate,Male,1
51,50063,83159280,810,No,Non-Graduate,Female,1
27,303445,83174726,778,No,Non-Graduate,Male,1
40,356128,83183193,454,Yes,Graduate,Female,1
37,71990,83231304,439,Yes,Graduate,Male,0
33,285116,83257596,378,Yes,Non-Graduate,Female,1
31,248872,83271970,338,Yes,Non-Graduate,Female,1
45,172027,83306888,764,Yes,Non-Graduate,Male,1
51,157521,83314231,495,Yes,Graduate,Male,0
46,294864,83322421,333,Yes,Graduate,Female,1
63,260909,83335625,679,Yes,Non-Graduate,Female,1
49,93705,83356586,513,Yes,Graduate,Female,1
56,274371,83392270,394,No,Non-Graduate,Male,0
43,181100,83401897,642,No,Non-Graduate,Female,1
42,160347,83419794,718,Yes,Graduate,Female,1
49,31516,83428136,632,Yes,Graduate,Male,0
52,360662,83431863,557,Yes,Non-Graduate,Female,1
36,282048,83499216,488,Yes,Graduate,Male,1
39,109110,83500168,371,No,Non-Graduate,Male,0
50,224603,83500406,775,Yes,Non-Graduate,Female,1
63,120128,83541892,500,Yes,Non-Graduate,Female,0
57,389589,83612614,507,Yes,Graduate,Female,1
35,300790,83695837,592,No,Graduate,Female,1
54,72066,83703046,788,Yes,Non-Graduate,Male,1
34,42606,83719131,354,Yes,Graduate,Female,0
40,318257,83719147,674,No,Graduate,Male,1
58,56069,83726481,787,Yes,Graduate,Female,0
55,210932,83732995,772,No,Non-Graduate,Female,1
60,341154,83769104,690,No,Non-Graduate,Female,1
53,207877,83769838,654,Yes,Non-Graduate,Male,1
57,176258,83773253,562,Yes,Graduate,Male,1
49,49670,83813897,369,No,Graduate,Male,0
54,42419,83827256,489,No,Non-Graduate,Female,0
45,98116,83846694,435,No,Graduate,Male,0
21,131915,83858831,697,No,Graduate,Female,1
55,162412,83861677,695,Yes,Graduate,Male,1
56,321763,83864729,395,No,Graduate,Male,1
45,355834,83895733,483,No,Non-Graduate,Female,1
62,226486,83907089,767,Yes,Graduate,Male,1
39,308569,83924084,524,No,Non-Graduate,Female,1
61,138637,83927426,529,No,Non-Graduate,Male,1
55,127800,84017364,309,No,Non-Graduate,Female,0
41,349852,84018017,386,No,Graduate,Male,0
53,263554,84026589,526,No,Graduate,Female,1
41,349704,84033119,639,Yes,Non-Graduate,Male,0
38,46442,84079228,762,Yes,Graduate,Male,0
44,63890,84081719,731,No,Non-Graduate,Male,0
32,25209,84104230,731,No,Graduate,Male,0
57,359606,84126567,328,Yes,Graduate,Male,1
63,78655,84168747,634,No,Non-Graduate,Female,0
34,117493,84182252,803,No,Non-Graduate,Female,1
31,222538,84196843,606,Yes,Graduate,Female,1
23,115042,84208409,557,No,Graduate,Male,0
51,281776,84221817,414,No,Non-Graduate,Male,1
28,201323,84236606,423,No,Non-Graduate,Female,0
26,47472,84291049,348,No,Graduate,Male,0
29,356058,84339115,416,No,Non-Graduate,Female,1
26,29726,84350703,802,No,Non-Graduate,Female,1
41,34859,84372457,634,Yes,Non-Graduate,Male,0
57,228535,84376700,421,Yes,Graduate,Female,0
59,310198,84414041,322,Yes,Non-Graduate,Female,1
59,85184,84449440,376,No,Non-Graduate,Male,0
37,338903,84459586,331,Yes,Non-Graduate,Male,1
26,322877,84482981,608,No,Non-Graduate,Female,1
29,331072,84488032,604,No,Non-Graduate,Male,1
21,69402,84501823,817,Yes,Non-Graduate,Female,1
55,288782,84522856,620,No,Graduate,Male,0
36,205784,84538112,757,No,Non-Graduate,Male,1
46,266255,84548772,725,No,Graduate,Female,1
60,247369,84582843,349,Yes,Graduate,Female,0
36,91688,84601419,839,Yes,Graduate,Female,0
34,247684,84666528,345,No,Non-Graduate,Male,0
61,250881,84673230,584,Yes,Graduate,Male,1
24,346694,84706666,532,No,Non-Graduate,Female,1
53,293120,84722358,392,No,Non-Graduate,Male,1
54,26464,84731438,818,Yes,Non-Graduate,Female,0
30,103860,84751514,532,Yes,Non-Graduate,Female,0
41,190923,84763561,512,No,Non-Graduate,Female,1
52,52583,84766750,681,Yes,Graduate,Female,0
56,66737,84783823,842,Yes,Graduate,Female,0
43,298104,84788823,826,No,Graduate,Female,1
34,104518,84798890,404,Yes,Non-Graduate,Female,0
32,114108,84803352,707,Yes,Graduate,Female,1
55,267667,84864490,349,No,Graduate,Female,1
38,167698,84887073,784,No,Graduate,Female,1
54,290131,84897702,841,No,Non-Graduate,Male,1
24,121894,84931420,711,No,Non-Graduate,Male,0
21,83212,84944358,515,Yes,Graduate,Female,0
33,132564,84975309,389,Yes,Graduate,Female,0
37,199075,85003257,484,Yes,Graduate,Female,1
35,168955,85006050,681,Yes,Graduate,Female,0
30,330219,85033413,773,Yes,Non-Graduate,Female,1
56,237364,85035471,544,No,Non-Graduate,Female,1
49,286294,85053673,644,No,Non-Graduate,Male,1
49,66705,85085377,827,Yes,Non-Graduate,Female,1
43,275949,85108820,448,No,Graduate,Female,0
60,216243,85112813,643,Yes,Non-Graduate,Female,1
44,178666,85121699,364,No,Non-Graduate,Male,1
31,55187,85166322,331,Yes,Graduate,Female,0
37,342554,85190496,493,Yes,Non-Graduate,Female,1
40,222918,85210610,828,No,Non-Graduate,Male,1
28,46128,85219100,520,Yes,Non-Graduate,Female,0
41,208629,85261438,782,Yes,Graduate,Male,1
62,238532,85286259,752,Yes,Non-Graduate,Female,1
43,382566,85291074,440,No,Non-Graduate,Female,1
50,219215,85297131,382,Yes,Non-Graduate,Female,0
44,23969,85314260,728,No,Non-Graduate,Female,0
28,335288,85330716,539,No,Graduate,Female,1
50,375990,85347549,602,No,Graduate,Male,1
30,216753,85442637,331,No,Non-Graduate,Male,0
55,168620,85444576,348,Yes,Non-Graduate,Female,0
63,356639,85448231,331,No,Graduate,Female,1
23,282651,85460538,366,Yes,Non-Graduate,Female,1
52,285039,85483996,800,No,Non-Graduate,Male,1
50,171043,85486223,803,No,Non-Graduate,Female,1
37,97514,85496628,396,Yes,Non-Graduate,Female,0
57,252034,85507001,363,Yes,Non-Graduate,Female,0
45,195405,85518592,654,Yes,Non-Graduate,Male,0
62,218159,85572179,723,No,Non-Graduate,Male,1
52,161449,85619560,613,Yes,Non-Graduate,Male,1
27,381699,85622761,644,No,Non-Graduate,Male,1
38,223299,85623466,533,No,Graduate,Female,0
60,50270,85670554,725,Yes,Non-Graduate,Female,0
43,169395,85673930,342,Yes,Non-Graduate,Female,0
39,344319,85721859,425,Yes,Non-Graduate,Female,1
53,92635,85728840,825,Yes,Graduate,Female,0
51,168348,85729690,300,Yes,Non-Graduate,Male,0
27,321075,85744603,380,No,Graduate,Female,1
29,351466,85778066,618,No,Non-Graduate,Female,1
36,314098,85796035,668,No,Non-Graduate,Female,1
36,177699,85796137,740,Yes,Non-Graduate,Male,1
30,354038,85804231,313,Yes,Non-Graduate,Male,1
25,388449,85805183,780,No,Non-Graduate,Female,1
54,323994,85828999,441,No,Graduate,Female,1
24,389536,85867552,774,Yes,Graduate,Female,1
33,181941,85876195,569,No,Graduate,Male,1
31,83079,85901267,812,Yes,Non-Graduate,Female,1
46,209826,85903788,825,Yes,Graduate,Male,1
36,255706,85951488,498,Yes,Non-Graduate,Female,1
37,156225,85959712,582,No,Non-Graduate,Male,0
58,353298,85960698,495,No,Non-Graduate,Female,1
46,136712,85977610,797,No,Graduate,Male,0
41,29921,85993296,562,No,Graduate,Female,0
33,193615,86007358,461,No,Non-Graduate,Female,1
44,282911,86029723,805,No,Non-Graduate,Female,1
29,264453,86035543,748,No,Graduate,Male,1
31,342341,86038004,377,Yes,Graduate,Female,1
41,228886,86049963,827,No,Non-Graduate,Male,1
25,140243,86054794,577,Yes,Non-Graduate,Female,0
33,331700,86061536,395,No,Graduate,Male,1
63,35216,86106926,669,Yes,Non-Graduate,Male,0
23,134010,86130049,617,Yes,Non-Graduate,Male,1
34,330435,86135745,545,No,Non-Graduate,Female,1
21,286129,86145798,675,No,Non-Graduate,Male,1
32,94205,86160461,790,Yes,Non-Graduate,Female,1
37,200324,86195900,484,Yes,Graduate,Male,0
64,272364,86198770,756,No,Non-Graduate,Female,1
54,201033,86205043,510,Yes,Non-Graduate,Male,0
38,23009,86205311,310,No,Graduate,Female,0
31,107362,86264490,431,Yes,Graduate,Male,1
45,332683,86271726,727,No,Graduate,Male,1
43,98672,86275173,847,No,Non-Graduate,Male,0
48,23650,86291741,627,No,Non-Graduate,Female,0
60,186964,86321438,444,No,Non-Graduate,Male,0
56,289745,86338985,722,No,Non-Graduate,Female,1
62,263015,86347683,831,Yes,Graduate,Female,1
43,125219,86362784,794,Yes,Non-Graduate,Male,1
23,136603,86365564,402,Yes,Non-Graduate,Male,1
57,161041,86377578,372,Yes,Non-Graduate,Male,0
50,203163,86431324,556,Yes,Graduate,Male,1
21,384939,86449268,420,Yes,Non-Graduate,Male,1
39,226354,86473233,429,Yes,Non-Graduate,Female,1
22,29569,86475749,498,No,Graduate,Male,0
24,155909,86507975,845,Yes,Non-Graduate,Female,1
44,42692,86518360,503,No,Non-Graduate,Female,0
37,97658,86534761,406,Yes,Non-Graduate,Female,0
24,389705,86551045,461,No,Graduate,Female,1
31,190203,86567824,802,No,Non-Graduate,Female,1
43,273608,86573758,690,No,Graduate,Male,1
53,327481,86579605,752,Yes,Non-Graduate,Female,1
64,33877,86581962,408,Yes,Non-Graduate,Male,0
43,141684,86597513,334,No,Non-Graduate,Male,0
49,263767,86604748,722,Yes,Non-Graduate,Female,1
59,357735,86611446,610,No,Graduate,Male,1
62,183535,86625781,359,Yes,Graduate,Female,0
56,36535,86626769,333,No,Graduate,Male,0
33,139498,86652321,320,No,Graduate,Female,0
30,89518,86675140,412,No,Graduate,Female,0
43,71482,86685610,813,No,Non-Graduate,Female,0
36,94807,86695025,666,Yes,Non-Graduate,Female,0
40,95118,86696292,419,Yes,Non-Graduate,Male,0
41,341556,86707398,576,No,Graduate,Male,1
50,146299,86726175,309,Yes,Non-Graduate,Male,0
49,119864,86748037,653,No,Non-Graduate,Female,0
22,303895,86750494,405,Yes,Non-Graduate,Female,1
51,115598,86789050,771,Yes,Non-Graduate,Female,0
38,266517,86794925,358,No,Graduate,Female,0
63,190948,86915047,829,Yes,Non-Graduate,Male,1
60,325163,86919007,670,Yes,Graduate,Male,1
40,141724,86932853,378,No,Graduate,Female,0
23,318162,86933333,550,No,Non-Graduate,Female,1
42,136908,86948991,324,No,Non-Graduate,Male,0
44,162728,86978287,426,Yes,Non-Graduate,Female,1
38,183991,87071681,808,Yes,Non-Graduate,Female,1
61,366229,87102289,310,No,Graduate,Female,1
27,286926,87107934,721,Yes,Graduate,Male,1
38,77196,87113276,460,Yes,Graduate,Male,0
55,99436,87129020,493,No,Non-Graduate,Male,0
24,275669,87137775,549,No,Graduate,Male,1
30,253996,87179367,301,Yes,Graduate,Male,0
21,389673,87188319,646,Yes,Non-Graduate,Male,1
54,326521,87276715,591,No,Graduate,Female,1
62,359260,87281948,679,Yes,Non-Graduate,Female,1
28,271004,87300238,516,No,Non-Graduate,Male,1
21,49092,87327623,575,No,Graduate,Female,0
25,210715,87349482,516,Yes,Graduate,Male,0
45,217127,87372812,768,Yes,Non-Graduate,Male,1
55,247436,87377796,409,No,Graduate,Male,0
46,182793,87385630,572,No,Graduate,Female,0
34,227866,87393800,559,No,Graduate,Female,1
61,39738,87406543,805,No,Non-Graduate,Male,0
58,74213,87436966,432,Yes,Non-Graduate,Male,0
51,306076,87440530,618,No,Non-Graduate,Male,1
46,99731,87464565,339,Yes,Non-Graduate,Female,0
55,137229,87496280,488,Yes,Graduate,Male,0
39,283801,87503020,381,No,Graduate,Male,0
56,28720,87544418,562,No,Graduate,Female,0
54,306647,87555328,834,No,Non-Graduate,Female,0
45,293365,87558747,724,No,Non-Graduate,Female,1
48,191097,87595526,549,Yes,Non-Graduate,Male,1
33,75934,87597419,381,Yes,Graduate,Female,1
40,259455,87599793,559,Yes,Graduate,Female,1
42,91356,87621643,663,Yes,Non-Graduate,Female,0
27,368848,87634243,697,Yes,Graduate,Male,1
52,160302,87648858,641,Yes,Non-Graduate,Female,0
54,150744,87677956,411,No,Non-Graduate,Male,0
43,64484,87679283,747,No,Non-Graduate,Female,1
53,372792,87681910,709,Yes,Non-Graduate,Male,1
34,66250,87708277,847,No,Non-Graduate,Male,0
60,47307,87763263,833,Yes,Non-Graduate,Male,0
50,194131,87766113,544,Yes,Non-Graduate,Male,1
47,23435,87772185,843,Yes,Non-Graduate,Male,0
41,391493,87780116,406,Yes,Non-Graduate,Female,1
23,219618,87780565,733,Yes,Graduate,Female,1
47,39309,87789703,329,No,Graduate,Female,0
64,31017,87825685,737,Yes,Graduate,Female,0
32,132260,87827147,705,Yes,Non-Graduate,Male,0
37,372215,87832722,813,No,Non-Graduate,Male,1
53,212150,87843141,543,No,Graduate,Male,0
55,336009,87868242,656,Yes,Graduate,Female,1
55,269737,87889691,452,Yes,Non-Graduate,Male,1
24,73051,87911869,416,No,Non-Graduate,Male,0
33,255295,87913721,488,Yes,Non-Graduate,Male,0
46,106126,87941801,468,Yes,Non-Graduate,Female,1
47,250739,87958400,362,Yes,Graduate,Female,1
25,89639,87970491,330,No,Graduate,Female,0
47,23880,87971053,759,Yes,Graduate,Male,0
60,269527,87973491,382,Yes,Non-Graduate,Female,1
29,148406,87977173,498,Yes,Non-Graduate,Female,0
36,332865,87979826,368,No,Graduate,Female,1
43,144891,88009933,665,No,Graduate,Male,0
50,144713,88020109,709,No,Graduate,Female,0
44,88207,88031634,688,Yes,Graduate,Male,1
26,376691,88045738,365,No,Graduate,Female,1
58,60643,88050318,410,Yes,Graduate,Female,0
59,61777,88083522,405,Yes,Graduate,Male,0
28,322107,88086327,773,Yes,Non-Graduate,Female,1
42,381087,88089593,352,No,Non-Graduate,Male,1
44,351927,88094891,302,Yes,Graduate,Female,1
62,293118,88103722,810,Yes,Graduate,Male,0
35,278480,88106132,595,Yes,Graduate,Female,1
46,213587,88106643,401,No,Graduate,Female,0
53,251408,88136923,316,Yes,Non-Graduate,Female,0
54,301321,88145029,303,No,Graduate,Male,1
63,166259,88150364,763,No,Non-Graduate,Female,0
48,228270,88158991,414,Yes,Non-Graduate,Female,1
48,60297,88162326,433,No,Graduate,Male,0
34,188065,88223299,515,No,Graduate,Male,1
29,314768,88225346,771,Yes,Graduate,Male,1
28,354521,88300389,317,No,Graduate,Male,1
39,284037,88346776,571,No,Graduate,Female,1
52,137569,88359801,683,Yes,Non-Graduate,Male,0
62,119352,88369294,757,Yes,Non-Graduate,Male,0
23,139501,88394987,715,Yes,Graduate,Female,1
64,290001,88420441,689,No,Non-Graduate,Male,1
51,320821,88424246,434,No,Non-Graduate,Female,1
64,381390,88431025,842,No,Graduate,Male,1
49,43834,88446118,715,Yes,Graduate,Female,1
62,63856,88484236,743,No,Non-Graduate,Female,0
21,147880,88529250,783,Yes,Non-Graduate,Male,1
42,143662,88584228,523,Yes,Non-Graduate,Male,0
46,390644,88609766,805,Yes,Graduate,Male,1
23,201413,88624087,407,Yes,Graduate,Female,0
25,102212,88642256,440,Yes,Graduate,Female,0
43,319564,88669005,376,No,Graduate,Male,1
50,127338,88672907,521,No,Non-Graduate,Male,1
60,116143,88675977,380,Yes,Non-Graduate,Male,0
47,289609,88713610,806,No,Non-Graduate,Female,1
40,324108,88723940,689,Yes,Graduate,Male,1
29,283136,88724056,636,Yes,Graduate,Female,1
27,236383,88743443,423,No,Graduate,Female,1
42,217472,88786632,543,Yes,Graduate,Female,1
44,359148,88806753,435,Yes,Non-Graduate,Male,1
59,133221,88864981,584,No,Non-Graduate,Male,0
41,154794,88881328,312,Yes,Non-Graduate,Male,0
61,396826,88895044,462,No,Graduate,Male,1
45,233678,88923631,719,No,Graduate,Male,1
60,44042,88957434,404,Yes,Graduate,Female,0
62,26511,88984970,728,No,Graduate,Male,0
29,394169,89030709,529,Yes,Non-Graduate,Female,1
60,379181,89074146,582,No,Graduate,Male,1
40,225753,89081055,426,No,Non-Graduate,Female,0
44,115965,89095119,337,Yes,Graduate,Male,0
64,309014,89108361,640,No,Non-Graduate,Male,1
48,286909,89144789,524,Yes,Graduate,Male,1
59,56558,89145417,377,Yes,Graduate,Female,0
61,137399,89157186,448,Yes,Non-Graduate,Male,0
26,310523,89169977,839,No,Graduate,Male,1
24,368844,89170493,459,No,Non-Graduate,Male,1
30,131030,89208594,686,Yes,Non-Graduate,Male,0
38,288933,89216298,709,No,Graduate,Male,1
45,396156,89221990,597,Yes,Graduate,Female,1
50,295107,89234968,429,Yes,Graduate,Male,1
48,109051,89271733,451,No,Graduate,Female,0
44,308137,89273248,736,No,Graduate,Male,1
54,272842,89306767,776,Yes,Non-Graduate,Female,1
28,97963,89308129,362,Yes,Graduate,Male,0
53,208868,89314706,477,Yes,Non-Graduate,Male,1
30,282199,89316521,660,Yes,Graduate,Female,1
52,353887,89325128,442,No,Non-Graduate,Male,1
55,147732,89327449,655,Yes,Graduate,Female,1
64,362424,89397268,514,No,Non-Graduate,Male,1
44,367801,89407678,497,Yes,Non-Graduate,Male,1
24,109743,89412262,645,No,Non-Graduate,Male,1
29,244737,89447173,657,No,Non-Graduate,Female,0
61,27961,89448602,679,Yes,Non-Graduate,Male,0
62,319479,89464219,836,Yes,Graduate,Female,1
35,160562,89468698,804,Yes,Graduate,Male,1
58,282678,89486652,828,No,Graduate,Male,0
31,160749,89506768,716,Yes,Graduate,Female,1
23,298187,89565533,585,Yes,Graduate,Male,1
41,323446,89587437,414,Yes,Non-Graduate,Male,1
35,323113,89588263,363,No,Non-Graduate,Male,1
58,316956,89594318,584,No,Non-Graduate,Female,1
24,254856,89636672,578,Yes,Graduate,Female,0
35,77986,89652237,321,Yes,Graduate,Male,0
53,352066,89653202,741,Yes,Graduate,Female,1
39,71567,89663284,572,No,Graduate,Female,0
54,321517,89678140,722,Yes,Graduate,Male,1
32,384633,89678735,360,Yes,Non-Graduate,Female,1
63,87359,89699775,382,No,Graduate,Male,0
61,263466,89731850,609,No,Non-Graduate,Female,1
30,117247,89736662,564,Yes,Graduate,Female,1
47,226724,89814422,405,Yes,Graduate,Male,1
